file_path,audio_group,filename,sentence_id,variant,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,f0_mean,f0_std,voiced_ratio,jitter,shimmer,hnr,zcr_mean,zcr_std,rms_mean,rms_std
data\raw\data_store\audio167\arctic_a0167(1).wav,audio167,arctic_a0167(1).wav,0167,1,-211.488113,57.537567,-15.802584,38.848969,-26.727171,1.23941,-27.043779,7.292842,-28.069115,-3.281428,-16.656057,-11.058195,-6.70904,227.91,42.256,1.0,0.03381,0.38608,-10.057,0.115609,0.099899,0.109229,0.046392
data\raw\data_store\audio167\arctic_a0167(3).wav,audio167,arctic_a0167(3).wav,0167,3,-225.132675,94.428131,18.804964,22.563906,-4.329595,-8.271596,-3.761812,-3.203406,-18.334072,0.236917,-7.900778,-5.983661,-5.86422,201.624,20.237,0.9375,0.02488,0.34573,-1.224,0.101855,0.134391,0.107214,0.044274
data\raw\data_store\audio167\arctic_a0167(4).wav,audio167,arctic_a0167(4).wav,0167,4,-206.183304,94.366264,-15.650147,36.014301,-19.069807,-8.119116,-20.488617,-8.108364,-5.807176,-1.447968,-7.573644,-4.761831,2.114205,225.239,32.565,1.0,0.0304,0.46622,-4.11,0.1106,0.104874,0.103853,0.043002
data\raw\data_store\audio167\arctic_a0167(5).wav,audio167,arctic_a0167(5).wav,0167,5,-282.695862,62.846127,-17.868923,32.259331,-11.355642,1.574112,-3.238577,-13.763132,-2.250331,-15.900211,-12.690474,-7.89511,-8.352362,189.404,30.243,0.8125,0.02243,0.54572,-17.455,0.163607,0.150326,0.049555,0.033661
data\raw\data_store\audio167\arctic_a0167(6).wav,audio167,arctic_a0167(6).wav,0167,6,-256.956329,85.331345,0.535223,33.350563,-16.265129,-1.970555,-24.918449,-14.671954,-18.543371,-5.910741,-15.487022,-8.560394,-3.81973,218.305,26.461,0.9692,0.0313,0.36722,0.735,0.094278,0.114307,0.130614,0.065599
data\raw\data_store\audio167\arctic_a0167(7).wav,audio167,arctic_a0167(7).wav,0167,7,-259.684845,85.851509,0.372446,24.814856,-15.940209,1.555202,-16.761297,4.387459,-11.87528,2.04757,-21.893278,7.893471,-14.125158,180.69,12.979,1.0,0.03101,0.35702,1.872,0.113839,0.138641,0.076098,0.028947
data\raw\data_store\audio167\arctic_a0167.wav,audio167,arctic_a0167.wav,0167,0,-234.049652,88.681099,-3.474328,36.206009,-17.406355,1.369852,-3.754629,-2.65151,-5.896372,-10.2937,-6.229475,-5.200726,-9.091062,180.685,17.776,0.9595,0.02409,0.29143,5.712,0.101967,0.152552,0.141784,0.052692
data\raw\data_store\audio168\arctic_a0168(1).wav,audio168,arctic_a0168(1).wav,0168,1,-231.191086,44.911354,1.254613,33.715321,-26.880014,7.809074,-21.960339,9.634834,-25.032343,-3.41069,-16.816425,-5.196226,-3.982025,233.528,47.044,0.9364,0.06176,0.44125,-2.255,0.203088,0.184492,0.0902,0.054244
data\raw\data_store\audio168\arctic_a0168(3).wav,audio168,arctic_a0168(3).wav,0168,3,-227.986694,82.202141,30.446993,27.126446,-7.808032,0.411432,-11.147182,-3.892174,-15.36763,-2.311687,-7.771136,-0.174171,-5.20184,197.79,18.975,0.8132,0.03155,0.3278,-0.462,0.14397,0.159628,0.103434,0.047585
data\raw\data_store\audio168\arctic_a0168(4).wav,audio168,arctic_a0168(4).wav,0168,4,-221.389099,77.045273,0.602657,35.700741,-18.304861,3.118608,-21.810286,-14.97176,-8.151013,1.881001,-7.654112,0.254103,2.20364,213.356,24.634,0.9259,0.03185,0.44422,-1.746,0.162699,0.162975,0.094856,0.049907
data\raw\data_store\audio168\arctic_a0168(5).wav,audio168,arctic_a0168(5).wav,0168,5,-237.518967,60.475311,-3.637455,32.043468,-14.282023,5.663147,-3.518882,-20.544909,-12.211638,-14.826083,-10.062145,-3.045834,-8.004948,189.475,28.777,0.8675,0.02625,0.50317,-12.948,0.1886,0.176613,0.07709,0.051661
data\raw\data_store\audio168\arctic_a0168(6).wav,audio168,arctic_a0168(6).wav,0168,6,-242.956818,84.335594,7.031724,40.870632,-8.581047,-0.686663,-21.257378,-12.273779,-19.251799,-7.974787,-10.493786,-5.362771,-4.848152,219.13,27.03,0.94,0.04052,0.42108,-1.713,0.13652,0.141236,0.129159,0.075366
data\raw\data_store\audio168\arctic_a0168(7).wav,audio168,arctic_a0168(7).wav,0168,7,-248.997696,81.955399,7.146464,24.339687,-15.251666,-1.686568,-19.091776,-0.791477,-11.310652,2.544479,-14.082187,7.144447,-9.1139,184.545,16.866,0.9551,0.03296,0.39129,-0.751,0.162684,0.153278,0.100967,0.053905
data\raw\data_store\audio168\arctic_a0168.wav,audio168,arctic_a0168.wav,0168,0,-253.116699,79.129051,15.075104,35.206867,-9.431338,5.308107,-3.884015,-7.286562,-6.850029,-7.6588,-6.320652,-4.454226,-7.140245,190.776,18.768,0.9381,0.03088,0.32323,5.762,0.157794,0.177947,0.144661,0.07035
data\raw\data_store\audio169\arctic_a0169(1).wav,audio169,arctic_a0169(1).wav,0169,1,-270.310852,50.015339,8.866055,29.329584,-26.065763,10.599679,-12.360831,3.505873,-21.06563,-3.438132,-12.221495,-4.923398,-6.227484,258.058,79.155,0.8652,0.04639,0.32417,-3.279,0.15085,0.140796,0.08426,0.05659
data\raw\data_store\audio169\arctic_a0169(3).wav,audio169,arctic_a0169(3).wav,0169,3,-246.009033,76.416924,31.84244,20.830029,-5.35149,-4.264061,-4.575815,-7.888638,-11.382585,-0.50474,-6.85745,-2.291965,-6.600071,207.328,23.797,0.8182,0.01952,0.3474,-2.646,0.178325,0.186757,0.089774,0.046353
data\raw\data_store\audio169\arctic_a0169(4).wav,audio169,arctic_a0169(4).wav,0169,4,-238.004166,83.331482,-5.39811,30.106951,-18.909834,-3.174129,-17.85231,-10.018864,-3.841093,0.184922,-9.300626,-1.352983,-1.370497,215.299,26.464,0.9403,0.02741,0.37684,-2.899,0.134177,0.116441,0.095671,0.051898
data\raw\data_store\audio169\arctic_a0169(5).wav,audio169,arctic_a0169(5).wav,0169,5,-242.051483,47.579834,1.0846,34.448097,-14.425852,8.910888,-11.489095,-19.781315,-10.741832,-14.521361,-12.789672,-4.73464,-12.133139,195.445,28.021,0.6833,0.02134,0.32239,-3.937,0.197815,0.183421,0.077816,0.043479
data\raw\data_store\audio169\arctic_a0169(6).wav,audio169,arctic_a0169(6).wav,0169,6,-228.940018,76.427422,13.774996,39.26696,-20.345711,1.424044,-19.764429,-14.983321,-15.512836,-9.836232,-9.934422,-6.756935,-7.516958,232.934,22.88,0.9516,0.03714,0.38188,3.458,0.120631,0.116899,0.149512,0.071473
data\raw\data_store\audio169\arctic_a0169(7).wav,audio169,arctic_a0169(7).wav,0169,7,-258.389771,71.34729,17.94902,13.127457,-11.514725,4.952539,-11.16165,-3.745284,-10.945435,-1.429446,-16.25268,5.068431,-11.644613,185.849,21.171,0.875,0.03577,0.35948,-0.813,0.176359,0.168693,0.092804,0.052214
data\raw\data_store\audio169\arctic_a0169.wav,audio169,arctic_a0169.wav,0169,0,-255.866318,68.160011,17.497244,28.065819,-12.278016,8.368031,-3.630035,-6.273094,-9.877089,-5.341993,-10.201632,-1.360852,-10.055692,192.833,21.732,0.8714,0.01545,0.3256,2.406,0.16245,0.196401,0.1413,0.079925
data\raw\data_store\audio17\arctic_a0017(1).wav,audio17,arctic_a0017(1).wav,0017,1,-255.961899,59.044407,-4.184512,40.797291,-24.725506,5.970368,-23.054983,9.048333,-21.057325,0.328777,-11.916354,-2.940667,-3.897608,231.478,31.737,0.9524,0.03304,0.43699,-1.049,0.166024,0.150674,0.055622,0.02452
data\raw\data_store\audio17\arctic_a0017(3).wav,audio17,arctic_a0017(3).wav,0017,3,-224.019623,75.693909,24.397083,31.88582,-10.74339,-1.092738,-10.324286,-9.878076,-14.548462,-1.626651,-6.665734,-5.004607,-6.138425,219.804,26.408,0.9167,0.03579,0.4013,2.555,0.137371,0.133366,0.093069,0.04788
data\raw\data_store\audio17\arctic_a0017(4).wav,audio17,arctic_a0017(4).wav,0017,4,-202.651764,70.140808,-8.214169,37.229008,-20.282499,-6.723976,-25.221081,-16.604088,-10.706121,-3.929024,-7.562612,-1.475483,-5.587127,237.617,38.442,0.9604,0.02751,0.43186,-1.474,0.163197,0.120414,0.101311,0.052273
data\raw\data_store\audio17\arctic_a0017(5).wav,audio17,arctic_a0017(5).wav,0017,5,-257.612946,65.343735,-4.569902,41.958385,-13.795798,4.786594,-8.830631,-22.969467,-9.386525,-14.483073,-16.261501,-0.265448,-11.710631,169.602,19.86,0.9459,0.03398,0.47961,-1.32,0.175717,0.156378,0.056942,0.032775
data\raw\data_store\audio17\arctic_a0017(6).wav,audio17,arctic_a0017(6).wav,0017,6,-252.428314,82.941612,-1.141918,43.301968,-13.226593,-12.414367,-25.745256,-11.760571,-15.614789,-6.687177,-13.454019,-5.875915,-6.060635,216.722,23.138,0.9265,0.03825,0.43962,2.089,0.122096,0.131754,0.11145,0.061079
data\raw\data_store\audio17\arctic_a0017(7).wav,audio17,arctic_a0017(7).wav,0017,7,-190.887802,77.128181,7.62179,27.21623,-21.391579,-2.87685,-16.52462,-7.180589,-13.415671,-3.225363,-18.151159,1.547735,-15.334293,191.216,17.442,0.9741,0.02629,0.38879,2.913,0.166042,0.161622,0.130251,0.056544
data\raw\data_store\audio17\arctic_a0017.wav,audio17,arctic_a0017.wav,0017,0,-231.112152,74.627174,11.091364,35.342106,-17.733509,1.427241,-3.674296,-8.088488,-6.51884,-9.648528,-11.168925,-1.596676,-13.575455,188.218,16.539,0.9621,0.03257,0.36858,6.853,0.155266,0.16865,0.140887,0.06859
data\raw\data_store\audio170\arctic_a0170(1).wav,audio170,arctic_a0170(1).wav,0170,1,-227.548325,52.01762,0.226845,33.800652,-21.500696,6.048493,-20.179308,4.833078,-25.980867,-1.09798,-16.874271,-4.52352,-5.526214,219.338,29.417,0.8962,0.02944,0.38108,-2.383,0.147179,0.12173,0.107769,0.05671
data\raw\data_store\audio170\arctic_a0170(3).wav,audio170,arctic_a0170(3).wav,0170,3,-214.020264,77.806282,29.337582,38.797047,-9.805593,-7.697239,-12.388291,-8.174495,-18.662901,-4.042346,-5.731527,-4.248608,-1.238724,195.248,35.864,0.8902,0.02898,0.35056,1.687,0.121313,0.147314,0.130688,0.04936
data\raw\data_store\audio170\arctic_a0170(4).wav,audio170,arctic_a0170(4).wav,0170,4,-202.638,65.298759,5.15646,46.442135,-16.304762,-4.866023,-23.876263,-12.734861,-11.37915,0.706789,-10.283203,-1.896506,-3.010657,224.978,29.268,0.9524,0.02471,0.43684,0.704,0.123833,0.111194,0.124692,0.039447
data\raw\data_store\audio170\arctic_a0170(5).wav,audio170,arctic_a0170(5).wav,0170,5,-204.08873,56.422287,-10.800854,46.020443,-14.605911,0.429282,-5.760939,-23.0401,-9.960926,-16.731157,-12.98843,-5.533607,-10.353632,190.545,29.031,0.8052,0.02217,0.38521,-6.031,0.152511,0.184855,0.111446,0.053882
data\raw\data_store\audio170\arctic_a0170(6).wav,audio170,arctic_a0170(6).wav,0170,6,-222.055649,87.27034,-2.371251,39.981785,-22.461977,-2.875119,-26.037632,-17.218636,-24.220461,-5.742309,-9.947282,-10.38535,-6.614407,227.15,25.772,0.9884,0.02319,0.38311,3.114,0.094298,0.108989,0.158257,0.056924
data\raw\data_store\audio170\arctic_a0170(7).wav,audio170,arctic_a0170(7).wav,0170,7,-221.318054,79.79747,4.264988,38.787365,-17.250999,-3.274367,-21.105679,-5.48036,-12.320754,-2.901589,-14.822883,8.725865,-10.970674,180.604,15.561,0.9589,0.01403,0.30838,3.081,0.104301,0.121041,0.126926,0.045422
data\raw\data_store\audio170\arctic_a0170.wav,audio170,arctic_a0170.wav,0170,0,-246.979141,70.641975,18.718266,44.242851,-18.145973,3.541477,-6.050338,-7.252798,-10.652916,-10.793759,-7.060802,-3.981145,-8.457148,185.184,16.796,0.9756,0.01913,0.32325,6.577,0.101062,0.120003,0.150468,0.0633
data\raw\data_store\audio171\arctic_a0171(1).wav,audio171,arctic_a0171(1).wav,0171,1,-298.085205,55.030228,-5.740105,43.940857,-20.507225,3.378242,-17.948,3.806978,-23.25008,-1.211427,-15.362857,-10.258568,-3.252635,227.693,29.976,0.835,0.03769,0.35072,0.02,0.124665,0.164648,0.070517,0.043316
data\raw\data_store\audio171\arctic_a0171(3).wav,audio171,arctic_a0171(3).wav,0171,3,-218.608719,85.701691,20.952698,42.524151,-13.511128,-8.046504,-10.259727,-5.122052,-19.458389,-4.433259,-5.264933,-9.536054,-2.022844,211.275,19.121,0.9355,0.02335,0.26752,4.478,0.083216,0.087082,0.133348,0.052414
data\raw\data_store\audio171\arctic_a0171(4).wav,audio171,arctic_a0171(4).wav,0171,4,-213.168747,81.414238,-16.383602,53.168488,-21.89292,-3.045854,-20.61799,-7.344792,-9.394587,-4.178798,-6.326705,-6.73232,3.755151,231.84,33.112,0.9359,0.01929,0.32602,-1.497,0.093288,0.07981,0.123651,0.053286
data\raw\data_store\audio171\arctic_a0171(5).wav,audio171,arctic_a0171(5).wav,0171,5,-311.871002,68.622574,-17.424871,55.432182,-10.319373,-0.03362,-1.931165,-18.442997,-4.477743,-22.126175,-12.991431,-7.260284,-12.203654,195.883,32.032,0.7901,0.02912,0.42827,-7.621,0.1337,0.13809,0.042584,0.027374
data\raw\data_store\audio171\arctic_a0171(6).wav,audio171,arctic_a0171(6).wav,0171,6,-251.425201,91.480629,-0.984715,49.467354,-19.996021,-5.299606,-23.212317,-20.014734,-21.663858,-12.276993,-9.87541,-17.677635,-6.380681,232.772,28.177,0.9885,0.02221,0.3246,2.821,0.07166,0.066338,0.16704,0.069991
data\raw\data_store\audio171\arctic_a0171(7).wav,audio171,arctic_a0171(7).wav,0171,7,-265.292542,76.553398,1.014902,40.55035,-18.712505,-2.637378,-16.314812,3.880894,-9.403903,-2.433905,-13.618427,2.634689,-11.933306,186.927,13.345,0.9294,0.01695,0.30434,2.485,0.112901,0.137289,0.086872,0.039241
data\raw\data_store\audio171\arctic_a0171.wav,audio171,arctic_a0171.wav,0171,0,-256.737244,78.367867,0.308948,49.491489,-14.497508,1.215615,-2.339226,-6.311764,-9.010624,-12.051218,-4.440933,-7.533207,-7.446792,187.797,17.423,0.9789,0.01663,0.27442,6.613,0.075603,0.091957,0.16329,0.072368
data\raw\data_store\audio172\arctic_a0172(1).wav,audio172,arctic_a0172(1).wav,0172,1,-191.498718,61.118664,-12.307287,31.555603,-25.401157,0.415977,-22.541355,6.080981,-16.551931,1.872504,-17.178469,-2.835324,-4.444494,232.108,36.352,0.9,0.03396,0.52613,-3.375,0.169215,0.16365,0.102951,0.046141
data\raw\data_store\audio172\arctic_a0172(3).wav,audio172,arctic_a0172(3).wav,0172,3,-215.92038,98.359184,3.339195,19.625875,-6.67566,-11.254416,-11.637563,-6.041135,-11.318636,-4.5926,-8.595527,-0.125685,-7.511101,213.044,24.984,0.8875,0.02188,0.42581,-1.049,0.11817,0.119012,0.084644,0.035526
data\raw\data_store\audio172\arctic_a0172(4).wav,audio172,arctic_a0172(4).wav,0172,4,-169.553299,95.290878,-19.91021,23.240578,-10.235645,-2.119953,-28.356062,-6.979763,-2.664247,-2.406303,-8.962488,1.884233,-1.976701,218.734,32.248,0.96,0.02845,0.55546,-0.709,0.127435,0.109564,0.112398,0.042279
data\raw\data_store\audio172\arctic_a0172(5).wav,audio172,arctic_a0172(5).wav,0172,5,-219.585403,77.939331,-26.982868,26.258417,-13.535815,3.374836,-13.681282,-22.31572,-2.465831,-12.417603,-8.616144,-3.788019,-9.15394,183.188,30.587,0.8625,0.0288,0.51142,-5.042,0.164827,0.167111,0.065317,0.031956
data\raw\data_store\audio172\arctic_a0172(6).wav,audio172,arctic_a0172(6).wav,0172,6,-194.560852,90.560387,-13.773541,36.405315,-20.833857,-7.768817,-22.53825,-14.798107,-17.09634,-5.195393,-11.595403,-8.328126,-6.423684,229.519,31.426,0.9775,0.03531,0.40689,-0.104,0.1201,0.12284,0.158687,0.067149
data\raw\data_store\audio172\arctic_a0172(7).wav,audio172,arctic_a0172(7).wav,0172,7,-192.165451,89.71048,-11.792964,27.892864,-14.48892,-0.714449,-26.067652,-3.905594,-3.637565,-1.536493,-16.370388,8.543113,-12.51949,178.259,17.617,0.9884,0.0236,0.43452,0.061,0.140822,0.134992,0.120318,0.047351
data\raw\data_store\audio172\arctic_a0172.wav,audio172,arctic_a0172.wav,0172,0,-237.16745,88.403786,-8.254571,27.935499,-10.554564,-0.721528,-9.431778,-8.031798,-3.355672,-9.06053,-8.40115,-0.936356,-11.277461,183.491,18.254,0.9574,0.01822,0.37421,2.346,0.12073,0.156722,0.121641,0.054253
data\raw\data_store\audio173\arctic_a0173(1).wav,audio173,arctic_a0173(1).wav,0173,1,-245.530197,48.156948,11.015958,49.819912,-29.562372,9.879972,-20.160311,3.322483,-31.868496,0.452924,-18.943974,-6.932956,1.163823,232.812,34.949,0.9053,0.03563,0.33528,-0.77,0.151877,0.166828,0.092039,0.044687
data\raw\data_store\audio173\arctic_a0173(3).wav,audio173,arctic_a0173(3).wav,0173,3,-237.363113,81.285812,37.976261,44.60815,-24.344772,-0.748995,-12.413038,-17.367031,-20.001236,-9.98269,-5.299478,-7.243855,0.772391,222.113,18.76,0.9077,0.02128,0.37352,2.729,0.089532,0.070574,0.10236,0.041826
data\raw\data_store\audio173\arctic_a0173(4).wav,audio173,arctic_a0173(4).wav,0173,4,-229.652542,77.156509,10.213719,53.055676,-32.863285,0.52383,-23.584553,-14.157259,-14.866751,-7.255466,-5.143449,-4.7386,2.129941,224.12,25.141,0.9831,0.02023,0.40338,2.758,0.099663,0.077426,0.103309,0.03934
data\raw\data_store\audio173\arctic_a0173(5).wav,audio173,arctic_a0173(5).wav,0173,5,-224.092133,57.361725,14.340835,60.131832,-23.145741,4.72958,-3.411212,-31.385462,-13.224303,-23.025143,-12.48248,-7.287833,-12.320479,195.673,23.287,0.9344,0.02963,0.44776,0.121,0.130337,0.101601,0.10968,0.03709
data\raw\data_store\audio173\arctic_a0173(6).wav,audio173,arctic_a0173(6).wav,0173,6,-244.996964,89.970985,10.55175,50.796585,-20.531424,-6.211489,-21.083885,-24.779615,-21.334333,-11.05249,-10.667877,-15.382226,-1.042305,231.657,31.331,1.0,0.02674,0.34271,1.523,0.048491,0.019235,0.173747,0.061475
data\raw\data_store\audio173\arctic_a0173(7).wav,audio173,arctic_a0173(7).wav,0173,7,-212.966171,80.057175,30.327351,43.178593,-30.558701,6.7574,-18.491089,-10.91971,-18.659519,2.205924,-18.589727,7.523706,-5.091428,184.576,15.153,0.971,0.02395,0.35004,3.378,0.097431,0.097965,0.145246,0.04457
data\raw\data_store\audio173\arctic_a0173.wav,audio173,arctic_a0173.wav,0173,0,-240.129761,73.235352,34.210407,50.531067,-22.190294,7.198589,-6.513338,-14.312713,-18.351217,-10.185672,-10.619459,-6.392162,-4.023417,190.237,16.8,0.9718,0.01927,0.32535,7.658,0.081499,0.08401,0.196789,0.069428
data\raw\data_store\audio174\arctic_a0174(1).wav,audio174,arctic_a0174(1).wav,0174,1,-224.11142,50.943481,2.377967,37.207581,-18.70005,7.194418,-20.956461,-1.381612,-20.364996,-1.898614,-16.506474,-8.02819,-2.369257,244.914,52.837,0.9275,0.04032,0.45635,-4.482,0.163664,0.166463,0.119474,0.059065
data\raw\data_store\audio174\arctic_a0174(3).wav,audio174,arctic_a0174(3).wav,0174,3,-224.025345,82.029388,20.192293,20.887531,-8.298713,2.593559,-19.734341,-1.446649,-16.173903,-4.061066,-7.45765,-1.307062,-2.742712,220.087,19.612,0.8596,0.0206,0.40735,1.523,0.160626,0.199397,0.116956,0.0527
data\raw\data_store\audio174\arctic_a0174(4).wav,audio174,arctic_a0174(4).wav,0174,4,-211.977646,86.778816,-8.57867,27.992619,-3.819193,3.690234,-26.933628,-10.652348,-6.216365,0.438746,-5.747357,4.636004,-2.394398,230.055,28.27,0.9149,0.02461,0.71801,0.248,0.164539,0.149446,0.099994,0.045403
data\raw\data_store\audio174\arctic_a0174(5).wav,audio174,arctic_a0174(5).wav,0174,5,-207.588104,67.080643,-14.663936,24.265961,-7.551502,7.847022,-5.5535,-25.110228,-5.443237,-5.413068,-9.24846,-5.640661,-9.132054,184.723,25.348,0.7679,0.04473,0.49042,-11.839,0.187631,0.187183,0.100773,0.063214
data\raw\data_store\audio174\arctic_a0174(6).wav,audio174,arctic_a0174(6).wav,0174,6,-243.363937,78.021027,3.2454,33.762539,-14.382235,-0.870946,-19.414404,-11.188113,-17.159353,-4.22647,-8.37704,-6.136194,-3.580474,222.094,25.406,0.8871,0.0415,0.56291,2.009,0.16658,0.177966,0.121565,0.066214
data\raw\data_store\audio174\arctic_a0174(7).wav,audio174,arctic_a0174(7).wav,0174,7,-187.543259,70.870384,-1.093627,22.011793,-10.535698,1.570043,-27.699062,-3.65873,-13.508567,3.844807,-15.886518,8.430313,-10.099434,190.479,16.089,0.902,0.0161,0.43915,0.748,0.179251,0.177588,0.147725,0.056463
data\raw\data_store\audio174\arctic_a0174.wav,audio174,arctic_a0174.wav,0174,0,-240.26828,71.194473,7.667183,26.047771,-4.499496,4.738245,-10.319292,-3.349742,-2.96882,-2.884987,-10.311141,-0.578706,-9.093303,188.494,18.751,0.9194,0.02963,0.3843,6.473,0.172523,0.21137,0.128919,0.062955
data\raw\data_store\audio175\arctic_a0175(1).wav,audio175,arctic_a0175(1).wav,0175,1,-209.688797,70.689766,-16.009014,28.666901,-25.990561,-0.746447,-28.884983,7.124799,-20.863491,2.581403,-17.452721,-2.934372,-4.377785,237.084,45.269,0.9184,0.03533,0.41408,-1.317,0.126039,0.10777,0.097433,0.044714
data\raw\data_store\audio175\arctic_a0175(3).wav,audio175,arctic_a0175(3).wav,0175,3,-214.408936,98.037521,12.502696,18.996445,-12.57128,0.994228,-19.564842,-1.766283,-14.610682,-4.055101,-5.792146,-2.104821,-4.46112,210.98,15.734,0.939,0.02173,0.33395,2.037,0.105819,0.115793,0.102499,0.042427
data\raw\data_store\audio175\arctic_a0175(4).wav,audio175,arctic_a0175(4).wav,0175,4,-191.924393,94.338097,-21.88266,25.266878,-20.887445,0.278995,-23.298103,-7.772367,-6.699519,1.625562,-6.208683,2.321927,-3.211722,220.753,22.037,0.9351,0.03273,0.35371,-1.405,0.138471,0.128209,0.103795,0.042322
data\raw\data_store\audio175\arctic_a0175(5).wav,audio175,arctic_a0175(5).wav,0175,5,-265.178955,81.07267,-20.775011,31.191744,-18.920877,5.170013,-8.456558,-21.620941,-3.958349,-10.839978,-7.727963,0.900734,-6.875429,174.898,18.944,0.9872,0.02431,0.39015,-5.593,0.119299,0.120082,0.047682,0.028806
data\raw\data_store\audio175\arctic_a0175(6).wav,audio175,arctic_a0175(6).wav,0175,6,-202.109619,96.899742,-10.585093,34.580048,-23.378782,-6.782099,-28.846924,-16.929775,-20.674444,-6.474835,-9.847636,-10.654744,-1.683485,226.864,26.068,1.0,0.02557,0.37342,0.79,0.078506,0.094119,0.177946,0.060735
data\raw\data_store\audio175\arctic_a0175(7).wav,audio175,arctic_a0175(7).wav,0175,7,-194.018967,84.902283,-6.933874,17.091541,-17.072948,-0.389667,-23.642143,0.517501,-4.750589,4.934127,-16.418873,8.479471,-13.648427,182.736,19.288,0.962,0.02457,0.31912,-1.101,0.129199,0.126284,0.126886,0.056925
data\raw\data_store\audio175\arctic_a0175.wav,audio175,arctic_a0175.wav,0175,0,-233.502655,82.709312,-2.814202,27.458906,-17.585709,0.349756,-9.347074,-8.952117,-4.806351,-7.317344,-9.952405,-3.354213,-9.660508,181.126,15.01,0.977,0.0227,0.23267,4.512,0.122423,0.152983,0.139506,0.06726
data\raw\data_store\audio176\arctic_a0176(1).wav,audio176,arctic_a0176(1).wav,0176,1,-201.780151,44.26865,-24.090439,26.450092,-25.406622,-1.173284,-23.304281,5.598668,-16.205866,2.058509,-16.583706,-3.256211,-4.595385,232.971,40.919,0.8197,0.03656,0.34479,-2.777,0.206626,0.162824,0.084501,0.048209
data\raw\data_store\audio176\arctic_a0176(3).wav,audio176,arctic_a0176(3).wav,0176,3,-204.383926,68.514244,18.950481,27.11306,-4.193852,-4.339211,-17.530653,2.130174,-19.418938,-0.894151,-11.345453,1.258844,-7.790876,220.69,26.629,0.9432,0.02416,0.51255,-1.352,0.151507,0.146804,0.106264,0.040855
data\raw\data_store\audio176\arctic_a0176(4).wav,audio176,arctic_a0176(4).wav,0176,4,-216.630722,76.368919,-11.490846,28.161858,-7.072215,-4.243461,-22.367073,-5.890207,-7.626862,-2.713841,-7.147395,-3.212925,-0.441991,228.795,29.106,0.9302,0.02806,0.40353,0.193,0.154309,0.118801,0.10307,0.05198
data\raw\data_store\audio176\arctic_a0176(5).wav,audio176,arctic_a0176(5).wav,0176,5,-216.090225,55.806072,-19.726805,38.237507,-6.857392,4.664651,-10.622297,-15.925062,-4.355465,-18.042992,-13.679359,-2.757101,-10.613207,194.713,22.564,0.8172,0.02699,0.46627,-3.101,0.190287,0.153748,0.090254,0.046166
data\raw\data_store\audio176\arctic_a0176(6).wav,audio176,arctic_a0176(6).wav,0176,6,-215.04483,76.605362,-11.6943,30.779716,-15.912572,-4.852109,-25.999268,-14.360699,-15.285303,-6.244519,-12.882744,-6.059427,-4.024676,243.412,40.112,0.85,0.03366,0.35899,-2.893,0.133881,0.126778,0.147406,0.074558
data\raw\data_store\audio176\arctic_a0176(7).wav,audio176,arctic_a0176(7).wav,0176,7,-211.474609,74.43914,-5.157365,20.79215,-8.032844,-1.467434,-23.35013,2.155087,-3.637063,1.923244,-19.023561,7.97547,-10.309963,183.324,18.315,0.9551,0.01918,0.40151,-1.725,0.152384,0.141655,0.103977,0.042097
data\raw\data_store\audio176\arctic_a0176.wav,audio176,arctic_a0176.wav,0176,0,-222.680374,69.523666,1.491705,31.18025,-9.797607,3.484358,-7.001064,-1.871031,-5.745506,-6.735609,-10.253492,-0.620065,-8.773762,183.243,15.239,0.9238,0.03387,0.3441,6.725,0.186432,0.188382,0.134394,0.062816
data\raw\data_store\audio177\arctic_a0177(1).wav,audio177,arctic_a0177(1).wav,0177,1,-259.027039,41.896397,-1.066448,46.479301,-40.063667,11.431047,-13.983191,3.813962,-21.296234,-3.231983,-18.612841,-10.457149,-4.315147,243.199,53.144,0.9533,0.04473,0.31314,-3.047,0.137183,0.109446,0.082436,0.04032
data\raw\data_store\audio177\arctic_a0177(3).wav,audio177,arctic_a0177(3).wav,0177,3,-205.51889,80.61306,25.525055,34.011478,-18.653595,-0.78702,-12.351541,-7.072948,-17.005438,-8.23368,-6.210655,-3.524214,-3.392509,223.113,29.117,0.9324,0.02804,0.31107,-2.744,0.104095,0.115841,0.133889,0.058578
data\raw\data_store\audio177\arctic_a0177(4).wav,audio177,arctic_a0177(4).wav,0177,4,-209.958618,87.013397,-3.433199,39.438038,-29.395737,5.10323,-23.278513,-12.609982,-6.543723,-7.009376,-10.322001,-1.868864,-0.155109,232.452,32.517,0.9605,0.02376,0.32706,-1.005,0.112081,0.096198,0.120299,0.041433
data\raw\data_store\audio177\arctic_a0177(5).wav,audio177,arctic_a0177(5).wav,0177,5,-196.485748,72.731842,-14.183564,40.406254,-21.952133,-1.066721,-6.477693,-23.772743,-2.774007,-21.862118,-12.046567,-3.148791,-13.645472,201.706,30.782,0.9324,0.03489,0.30323,-3.753,0.129283,0.101684,0.118153,0.047985
